Year,Value,
2003,2960306121,
2004,3537721020,
2005,4310356253,
2006,4756204070,
2007,5885321656,
2008,6548530572,
2009,6584649419,
2010,6622541529,
2011,7516834160,
2012,7890216508,
2013,8452509316,
2014,8776360623,
2015,8724656126,
2016,8022638722,
1960,335650000,
1961,356200000,
1962,387750000,
1963,410200000,
1964,457000000,
1965,508650000,
1966,549950000,
1967,598100000,
1968,646800000,
1969,668000050,
1970,723000000,
1971,731000000,
1972,802999950,
1973,912499950,
1974,1034500000,
1975,1124000000,
1976,1347999950,
1977,1669499950,
1978,1929499950,
1979,2251499950,
1980,2566000050,
1981,2819500000,
1982,2903500050,
1983,3076999950,
1984,3319000000,
1985,3639499950,
1986,3808500050,
1987,4152499950,
1988,3970386266,
1989,3563448310,
1990,3048881323,
1991,3068444712,
1992,3419487441,
1993,3481990761,
1994,3432356579,
1995,3911053180,
1996,4034037162,
1997,4663193916,
1998,5202215657,
1999,5372543554,
2000,7103529494,
2001,7565869928,
2002,7775078403,
2003,8140271081,
2004,8772194250,
2005,9672035709,
2006,10841742348,
2007,12275501784,
2008,13789715133,
2009,14587496229,
2010,15839344592,
2011,17710315006,
2012,18528506894,
2013,18496438641,
2014,19756494435,
2015,20844284855,
2016,21516938910,
HKG,1960,1320796652
HKG,1961,1383681651
HKG,1962,1612346412
HKG,1963,1935298266
HKG,1964,2206466461
HKG,1965,2435078534
HKG,1966,2489845017
HKG,1967,2692474989
HKG,1968,2716964388
HKG,1969,3189740055
HKG,1970,3800766536
HKG,1971,4476001946
HKG,1972,5710107420
HKG,1973,8030117556
HKG,1974,9388663646
HKG,1975,10048022370
HKG,1976,12876366009
HKG,1977,15719433719
HKG,1978,18315007366
HKG,1979,22526035941
HKG,1980,28861759209
HKG,1981,31055409443
HKG,1982,32291306282
HKG,1983,29907091340
HKG,1984,33511383986
HKG,1985,35699543051
HKG,1986,41075570592
HKG,1987,50622571586
HKG,1988,59707404561
HKG,1989,68790369107
HKG,1990,76928290842
HKG,1991,88959620136
HKG,1992,1.04272E+11
HKG,1993,1.20354E+11
HKG,1994,1.35812E+11
HKG,1995,1.44653E+11
HKG,1996,1.59717E+11
HKG,1997,1.77353E+11
HKG,1998,1.68886E+11
HKG,1999,1.65768E+11
HKG,2000,1.71668E+11
HKG,2001,1.69403E+11
HKG,2002,1.66349E+11
HKG,2003,1.61385E+11
HKG,2004,1.691E+11
HKG,2005,1.8157E+11
HKG,2006,1.93536E+11
HKG,2007,2.11597E+11
HKG,2008,2.1928E+11
HKG,2009,2.14046E+11
HKG,2010,2.28638E+11
HKG,2011,2.48514E+11
HKG,2012,2.62629E+11
HKG,2013,2.75697E+11
HKG,2014,2.91459E+11
HKG,2015,3.09404E+11
HKG,2016,3.20914E+11
1991,34748508332,
1992,38724945368,
1993,40119073326,
1994,43160392124,
1995,46418916500,
1996,46659796773,
1997,47290180589,
1998,48770466839,
1999,49170434391,
2000,47310623887,
2001,53821315066,
2002,67716887203,
2003,85324771841,
2004,1.04067E+11,
2005,1.13035E+11,
2006,1.15295E+11,
2007,1.39851E+11,
2008,1.57998E+11,
2009,1.30594E+11,
2010,1.30923E+11,
2011,1.40782E+11,
2012,1.27857E+11,
2013,1.35216E+11,
2014,1.40118E+11,
2015,1.22879E+11,
2016,1.25817E+11,
1960,248434097,
1961,253885656.3,
1962,284916516.2,
1963,340061650.1,
1964,434267936.9,
1965,523694949.4,
1966,628893310.4,
1967,621225962.2,
1968,474399471.6,
1969,414709311.4,
1970,531004659.1,
1971,675722954.5,
1972,846506911.4,
1973,1163864529,
1974,1527559580,
1975,1418360312,
1976,1683117418,
1977,2226538694,
1978,2532331673,
1979,2876729410,
1980,3409023699,
1981,3521512389,
1982,3232804218,
1983,2788530415,
1984,2887825524,
1985,3008412960,
1986,4022192404,
1987,5565384032,
1988,6156487920,
1989,5718878002,
1990,6521544489,
1991,6966138526,
1992,7138787995,
1993,6269347503,
1994,6441621298,
1995,7181787874,
1996,7501950116,
1997,7596126046,
1998,8468339856,
1999,8931365461,
2000,8946079678,
2001,8146073990,
2002,9199643908,
2003,11304084267,
2004,13703315349,
2005,16691213479,
2006,17043245939,
2007,21295012099,
2008,17640375722,
2009,12887072301,
2010,13254818331,
2011,14674650435,
2012,14218575093,
2013,15479256845,
2014,17178962757,
2015,16783714958,
2016,20047413006,
1960,36535925030,
1961,38709096075,
1962,41599070245,
1963,47776000903,
1964,55726873076,
1965,58760424675,
1966,45253641300,
1967,49466168893,
1968,52377324280,
1969,57668330027,
1970,61589800520,
1971,66452561868,
1972,70509913047,
1973,84374541625,
1974,98198276857,
1975,97159222028,
1976,1.01347E+11,
1977,1.19867E+11,
1978,1.35469E+11,
1979,1.50951E+11,
1980,1.8384E+11,
1981,1.9091E+11,
1982,1.98038E+11,
1983,2.15351E+11,
1984,2.09328E+11,
1985,2.2941E+11,
1986,2.45665E+11,
1987,2.75311E+11,
1988,2.92633E+11,
1989,2.92093E+11,
1990,3.16697E+11,
1991,2.66502E+11,
1992,2.84364E+11,
1993,2.7557E+11,
1994,3.2291E+11,
1995,3.55476E+11,
1996,3.87656E+11,
1997,4.1032E+11,
1998,4.15731E+11,
1999,4.527E+11,
2000,4.62147E+11,
2001,4.78965E+11,
2002,5.08069E+11,
2003,5.99593E+11,
2004,6.99689E+11,
2005,8.08901E+11,
2006,9.20317E+11,
2007,1.20111E+12,
2008,1.18695E+12,
2009,1.32394E+12,
2010,1.65662E+12,
2011,1.82305E+12,
2012,1.82764E+12,
2013,1.85672E+12,
2014,2.03539E+12,
2015,2.08987E+12,
2016,2.26379E+12,
1967,6034609852,
1968,7534499073,
1969,8877074302,
1970,9742975378,
1971,9937662112,
1972,11709424257,
1973,17326561301,
1974,27472505466,
1975,32435669626,
1976,39681453146,
1977,48773959624,
1978,54786260044,
1979,54727132893,
1980,77173854592,
1981,91053516660,
1982,95994076758,
1983,86298501963,
1984,90345970378,
1985,90809969344,
1986,85129207948,
1987,80844264668,
1988,89756617174,
1989,1.00565E+11,
1990,1.13011E+11,
1991,1.24171E+11,
1992,1.36314E+11,
1993,1.68234E+11,
1994,1.88342E+11,
1995,2.15215E+11,
1996,2.42086E+11,
1997,2.29714E+11,
1998,1.01623E+11,
1999,1.49063E+11,
2000,1.75702E+11,
2001,1.70832E+11,
2002,2.08325E+11,
2003,2.49968E+11,
2004,2.73461E+11,
2005,3.04372E+11,
2006,3.88168E+11,
2007,4.60193E+11,
2008,5.43254E+11,
2009,5.74505E+11,
2010,7.55094E+11,
2011,8.92969E+11,
2012,9.1787E+11,
2013,9.12524E+11,
2014,8.90815E+11,
2015,8.61256E+11,
2016,9.32259E+11,
IRN,1960,4199134389
IRN,1961,4426949094
IRN,1962,4693566416
IRN,1963,4928628018
IRN,1964,5379845648
IRN,1965,6197319929
IRN,1966,6789938672
IRN,1967,7555383690
IRN,1968,8623172960
IRN,1969,9743089608
IRN,1970,10976245154
IRN,1971,13731801564
IRN,1972,17153463263
IRN,1973,27081698249
IRN,1974,46209092072
IRN,1975,51776222350
IRN,1976,68055295080
IRN,1977,80600122702
IRN,1978,77994316621
IRN,1979,90391877325
IRN,1980,94362275579
IRN,1981,1.00499E+11
IRN,1982,1.25949E+11
IRN,1983,1.56365E+11
IRN,1984,1.62277E+11
IRN,1985,1.80184E+11
IRN,1986,2.09095E+11
IRN,1987,1.3401E+11
IRN,1988,1.23058E+11
IRN,1989,1.20496E+11
IRN,1990,1.24813E+11
IRN,1993,63743623232
IRN,1994,71841461173
IRN,1995,96419225744
IRN,1996,1.20404E+11
IRN,1997,1.13919E+11
IRN,1998,1.10277E+11
IRN,1999,1.13848E+11
IRN,2000,1.09592E+11
IRN,2001,1.26879E+11
IRN,2002,1.28627E+11
IRN,2003,1.53545E+11
IRN,2004,1.90043E+11
IRN,2005,2.26452E+11
IRN,2006,2.66299E+11
IRN,2007,3.49882E+11
IRN,2008,4.06071E+11
IRN,2009,4.14059E+11
IRN,2010,4.8707E+11
IRN,2011,5.835E+11
IRN,2012,5.98853E+11
IRN,2013,4.67415E+11
IRN,2014,4.34475E+11
IRN,2015,3.85874E+11
IRN,2016,4.18977E+11
1960,1684121535,
1961,1831700364,
1962,1954634836,
1963,1978437693,
1964,2340521143,
1968,2896947634,
1969,3008120975,
1970,3281713806,
1971,3865346535,
1972,4113848002,
1973,5134367778,
1974,11516762614,
1975,13458516763,
1976,17754825601,
1977,19838130715,
1978,23762275652,
1979,37816457839,
1980,53405689130,
1981,38424991534,
1982,42595309883,
1983,40595046639,
1984,46802508845,
1985,48284979093,
1986,47127693792,
1987,56609842393,
1988,62503055645,
1989,65641363783,
1990,1.79886E+11,
2004,36627901762,
2005,49954890353,
2006,65140293688,
2007,88840050497,
2008,1.31614E+11,
2009,1.11661E+11,
2010,1.38517E+11,
2011,1.8575E+11,
2012,2.18001E+11,
2013,2.34648E+11,
2014,2.34648E+11,
2015,1.7964E+11,
2016,1.71489E+11,
1960,1939329775,
1961,2088012282,
1962,2260349684,
1963,2430843768,
1964,2766608946,
1965,2945704143,
1966,3104034393,
1967,3343636773,
1968,3278584478,
1969,3787077344,
1970,4401259497,
1971,5104355309,
1972,6325627655,
1973,7490132356,
1974,7906317069,
1975,9495165854,
1976,9465078121,
1977,11261810826,
1978,14665538206,
1979,18341273533,
1980,21773901117,
1981,20694944226,
1982,21500471496,
1983,20790917197,
1984,20130728274,
1985,21295485883,
1986,28748959729,
1987,33961141503,
1988,37818133413,
1989,39285384083,
1990,49364680083,
1991,49847127266,
1992,55985505159,
1993,52480251890,
1994,57166035689,
1995,69222624495,
1996,75880630040,
1997,82826141714,
1998,90082029831,
1999,98691939591,
2000,99853528745,
2001,1.09134E+11,
2002,1.27945E+11,
2003,1.64285E+11,
2004,1.9387E+11,
2005,2.11651E+11,
2006,2.32086E+11,
2007,2.69918E+11,
2008,2.7502E+11,
2009,2.36311E+11,
2010,2.21951E+11,
2011,2.39019E+11,
2012,2.25572E+11,
2013,2.39389E+11,
2014,2.58099E+11,
2015,2.90617E+11,
2016,3.04819E+11,
1995,914727080.6,
1996,1023086919,
1997,1180919719,
1998,1382548250,
1999,1567465657,
2000,1563667800,
2001,1614595291,
2002,1897606791,
2003,2264911807,
2004,2758117365,
2005,2971167185,
2006,3344402193,
2007,5685988395,
2008,5827468750,
2009,5487083658,
2010,5920177689,
2011,6142169524,
2012,6433357030,
2013,6754330155,
2014,7428280402,
2015,6792417112,
1960,2598500000,
1961,3138500000,
1962,2510000000,
1963,2992333333,
1964,3405333333,
1965,3663333333,
1966,3980000000,
1967,4030000000,
1968,4619000000,
1969,5329333333,
1970,7045666667,
1971,6709000000,
1972,8771500000,
1973,11321750000,
1974,16334250000,
1975,15353833333,
1976,15176875000,
1977,17365700000,
1978,16836235294,
1979,21505200000,
1980,24154568627,
1981,25568701754,
1982,27826057613,
1983,31079439502,
1984,29148462483,
1985,27493591484,
1986,34083532195,
1987,40946424370,
1988,50078767903,
1989,49881433991,
1990,58986997917,
1991,67530220219,
1992,75575902932,
1993,75954641355,
1994,86307135997,
1995,1.00343E+11,
1996,1.09957E+11,
1997,1.14725E+11,
1998,1.15979E+11,
1999,1.1719E+11,
2000,1.32339E+11,
2001,1.30706E+11,
2002,1.21069E+11,
2003,1.26865E+11,
2004,1.35445E+11,
2005,1.42463E+11,
2006,1.53967E+11,
2007,1.78707E+11,
2008,2.1584E+11,
2009,2.07419E+11,
2010,2.3361E+11,
2011,2.61629E+11,
2012,2.57297E+11,
2013,2.92489E+11,
2014,3.08417E+11,
2015,2.99096E+11,
2016,3.17745E+11,
1960,40385288344,
1961,44842760293,
1962,50383891899,
1963,57710743060,
1964,63175417019,
1965,67978153851,
1966,73654870011,
1967,81133120065,
1968,87942231678,
1969,97085082807,
1970,1.13021E+11,
1971,1.24261E+11,
1972,1.44781E+11,
1973,1.74913E+11,
1974,1.98906E+11,
1975,2.26945E+11,
1976,2.23976E+11,
1977,2.56747E+11,
1978,3.14019E+11,
1979,3.92379E+11,
1980,4.75683E+11,
1981,4.29282E+11,
1982,4.25863E+11,
1983,4.41581E+11,
1984,4.36443E+11,
1985,4.50726E+11,
1986,6.38274E+11,
1987,8.03055E+11,
1988,8.88668E+11,
1989,9.25598E+11,
1990,1.17733E+12,
1991,1.24211E+12,
1992,1.31581E+12,
1993,1.06145E+12,
1994,1.09559E+12,
1995,1.17079E+12,
1996,1.30893E+12,
1997,1.23905E+12,
1998,1.26631E+12,
1999,1.24856E+12,
2000,1.14176E+12,
2001,1.16232E+12,
2002,1.26651E+12,
2003,1.56965E+12,
2004,1.79831E+12,
2005,1.85266E+12,
2006,1.94263E+12,
2007,2.20305E+12,
2008,2.39073E+12,
2009,2.18516E+12,
2010,2.12506E+12,
2011,2.27629E+12,
2012,2.07282E+12,
2013,2.13049E+12,
2014,2.15173E+12,
2015,1.83235E+12,
2016,1.85891E+12,
1960,699050679,
1961,748028839.4,
1962,777712445.8,
1963,826690466.2,
1964,897931401.4,
1965,972140557.2,
1966,1096738065,
1967,1148025407,
1968,1083883355,
1969,1191287652,
1970,1404776071,
1971,1539865514,
1972,1875048860,
1973,1905917553,
1974,2375096249,
1975,2860411286,
1976,2966010230,
1977,3249697393,
1978,2644449232,
1979,2425033998,
1980,2679409453,
1981,2979061412,
1982,3293533288,
1983,3619294121,
1984,2373566957,
1985,2100223150,
1986,2754566176,
1987,3286987552,
1988,3828310735,
1989,4404970059,
1990,4592224067,
1991,4071219198,
1992,3530892749,
1993,4859766161,
1994,4907861406,
1995,5779285208,
1996,6504445801,
1997,7450324787,
1998,8718300136,
1999,8795765306,
2000,8929375580,
2001,9087918837,
2002,9694161516,
2003,9399452788,
2004,10150978155,
2005,11204416000,
2006,11905525197,
2007,12824094990,
2008,13678606692,
2009,12038829246,
2010,13191645686,
2011,14439910353,
2012,14800165407,
2013,14274983016,
2014,13897723431,
2015,14186886643,
2016,14056908749,
1960,44307342950,
1961,53508617739,
1962,60723018684,
1963,69498131797,
1964,81749006382,
1965,90950278258,
1966,1.05628E+11,
1967,1.23782E+11,
1968,1.46601E+11,
1969,1.72204E+11,
1970,2.11514E+11,
1971,2.38915E+11,
1972,3.16393E+11,
1973,4.29857E+11,
1974,4.77156E+11,
1975,5.18856E+11,
1976,5.83143E+11,
1977,7.17696E+11,
1978,1.00839E+12,
1979,1.04958E+12,
1980,1.09969E+12,
1981,1.21551E+12,
1982,1.12989E+12,
1983,1.23234E+12,
1984,1.30974E+12,
1985,1.40071E+12,
1986,2.07503E+12,
1987,2.51428E+12,
1988,3.05064E+12,
1989,3.05232E+12,
1990,3.13997E+12,
1991,3.57814E+12,
1992,3.89783E+12,
1993,4.46657E+12,
1994,4.90704E+12,
1995,5.44912E+12,
1996,4.83371E+12,
1997,4.41473E+12,
1998,4.03251E+12,
1999,4.56208E+12,
2000,4.88752E+12,
2001,4.30354E+12,
2002,4.11512E+12,
2003,4.44566E+12,
2004,4.81515E+12,
2005,4.75541E+12,
2006,4.53038E+12,
2007,4.51526E+12,
2008,5.03791E+12,
2009,5.23138E+12,
2010,5.7001E+12,
2011,6.15746E+12,
2012,6.20321E+12,
2013,5.15572E+12,
2014,4.84873E+12,
2015,4.38308E+12,
2016,4.94016E+12,
1965,599831979.8,
1966,658078969.5,
1967,631755810.7,
1968,561187342.5,
1969,698963875.7,
1970,639596751.6,
1971,678241389,
1972,788574629,
1973,943700547.8,
1974,1197454207,
1975,1363039400,
1976,1708734940,
1977,2096568479,
1978,2602748691,
1979,3271728272,
1980,3910036925,
1981,4384685230,
1982,4680567376,
1983,4920407601,
1984,4966710013,
1985,4993829194,
1986,6401380000,
1987,6755599114,
1988,6277197435,
1989,4220945005,
1990,4160003917,
1991,4344250257,
1992,5311329067,
1993,5605841536,
1994,6237739516,
1995,6727446632,
1996,6928359238,
1997,7246188575,
1998,7912327362,
1999,8149106065,
2000,8460424401,
2001,8975689845,
2002,9582453032,
2003,10195660790,
2004,11411390409,
2005,12588665303,
2006,15056929760,
2007,17110587447,
2008,21972004086,
2009,23820230000,
2010,26425379437,
2011,28840263380,
2012,30937277606,
2013,33593843662,
2014,35826925775,
2015,37517410282,
2016,38654727746,
1990,26932728899,
1991,24881135586,
1992,24906939560,
1993,23409027476,
1994,21250839258,
1995,20374307047,
1996,21035357833,
1997,22165932063,
1998,22135245413,
1999,16870817135,
2000,18291990619,
2001,22152694162,
2002,24636593223,
2003,30833699703,
2004,43151647003,
2005,57123671734,
2006,81003884545,
2007,1.0485E+11,
2008,1.33442E+11,
2009,1.15309E+11,
2010,1.48047E+11,
2011,1.92627E+11,
2012,2.07999E+11,
2013,2.36635E+11,
2014,2.21416E+11,
2015,1.84388E+11,
2016,1.37278E+11,
1960,791265458.8,
1961,792959472.1,
1962,868111400,
1963,926589348.6,
1964,998759333.6,
1965,997919320,
1966,1164519673,
1967,1232559506,
1968,1353295458,
1969,1458379415,
1970,1603447357,
1971,1778391289,
1972,2107279157,
1973,2502142444,
1974,2973309272,
1975,3259344936,
1976,3474542392,
1977,4494378855,
1978,5303734883,
1979,6234390975,
1980,7265315332,
1981,6854491454,
1982,6431579357,
1983,5979198464,
1984,6191437070,
1985,6135034338,
1986,7239126717,
1987,7970820531,
1988,8355380879,
1989,8283114648,
1990,8572359163,
1991,8151479004,
1992,8209129172,
1993,5751789915,
1994,7148145376,
1995,9046326060,
1996,12045858436,
1997,13115773738,
1998,14093998844,
1999,12896013577,
2000,12705357103,
2001,12986007426,
2002,13147743911,
2003,14904517650,
2004,16095337094,
2005,18737897745,
2006,25825524821,
2007,31958195182,
2008,35895153328,
2009,37021512049,
2010,39999659234,
2011,41953433591,
2012,50412754822,
2013,55097343448,
2014,61445345999,
2015,63767539357,
2016,70529014778,
1970,14295279.54,
1971,15278632.48,
1972,18936526.95,
1973,31710657.73,
1974,85637174.37,
1975,55081816.99,
1976,41109617.5,
1977,38748059.44,
1978,45210026.32,
1979,42620165.44,
1980,38715554.54,
1981,41369800.05,
1982,40572066.13,
1983,37837837.84,
1984,41246160.6,
1985,32125148.4,
1986,32085561.5,
1987,33608738.27,
1988,42972107.2,
1989,41119721.65,
1990,39809538.68,
1991,47515189.28,
1992,47737955.35,
1993,46919624.64,
1994,54832577.86,
1995,56338028.17,
1996,66515376.79,
1997,67537479.59,
1998,65334841.06,
1999,69032258.06,
2000,67254174.4,
2001,63101272.37,
2002,72196457.68,
2003,90231856.8,
2004,102367039.3,
2005,112133944.3,
2006,108545632.5,
2007,130754915.9,
2008,139125482.3,
2009,130465372,
2010,153275912.7,
2011,177142135.1,
2012,188045661.6,
2013,187153601.1,
2014,178869341.2,
2015,169140538.7,
2016,181551484.9,
KOR,1960,3957873926
KOR,1961,2417237754
KOR,1962,2813933900
KOR,1963,3988246109
KOR,1964,3458518494
KOR,1965,3120307808
KOR,1966,3928171298
KOR,1967,4854576371
KOR,1968,6117260076
KOR,1969,7675805108
KOR,1970,8999227202
KOR,1971,9889961112
KOR,1972,10842220469
KOR,1973,13841885921
KOR,1974,19482038223
KOR,1975,21704752066
KOR,1976,29779338843
KOR,1977,38265082645
KOR,1978,51700619835
KOR,1979,66567975207
KOR,1980,64980820835
KOR,1981,72425590649
KOR,1982,77773431088
KOR,1983,87024427973
KOR,1984,96597434180
KOR,1985,1.00273E+11
KOR,1986,1.15537E+11
KOR,1987,1.46133E+11
KOR,1988,1.96964E+11
KOR,1989,2.43526E+11
KOR,1990,2.79349E+11
KOR,1991,3.25734E+11
KOR,1992,3.50051E+11
KOR,1993,3.86303E+11
KOR,1994,4.55603E+11
KOR,1995,5.56131E+11
KOR,1996,5.98099E+11
KOR,1997,5.57503E+11
KOR,1998,3.74241E+11
KOR,1999,4.85248E+11
KOR,2000,5.61633E+11
KOR,2001,5.33052E+11
KOR,2002,6.0902E+11
KOR,2003,6.80521E+11
KOR,2004,7.64881E+11
KOR,2005,8.98137E+11
KOR,2006,1.0118E+12
KOR,2007,1.12268E+12
KOR,2008,1.00222E+12
KOR,2009,9.01935E+11
KOR,2010,1.0945E+12
KOR,2011,1.20246E+12
KOR,2012,1.22281E+12
KOR,2013,1.3056E+12
KOR,2014,1.41133E+12
KOR,2015,1.38276E+12
KOR,2016,1.41125E+12
2000,1849196082,
2001,2535333632,
2002,2702427047,
2003,3355083117,
2004,3639935348,
2005,3736599925,
2006,4078158324,
2007,4833561456,
2008,5687488209,
2009,5653792720,
2010,5829933775,
2011,6649291076,
2012,6473724785,
2013,7072092406,
2014,7386891336,
2015,6440501275,
2016,6649888889,
1965,2097451694,
1966,2391486978,
1967,2441893027,
1968,2663119574,
1969,2769532344,
1970,2873984878,
1971,3880370402,
1972,4451200973,
1973,5408293999,
1974,13004774557,
1975,12024138276,
1976,13131668947,
1977,14135729588,
1978,15500908760,
1979,24746019537,
1980,28638550499,
1981,25056672166,
1982,21577977770,
1983,20869434305,
1984,21697297872,
1985,21442619681,
1986,17903681693,
1987,22365734482,
1988,20692472760,
1989,24312117767,
1990,18427777778,
1991,11008793176,
1992,19858555215,
1993,23941391391,
1994,24848483838,
1995,27191689008,
1996,31493987642,
1997,30354434553,
1998,25941929462,
1999,30121879435,
2000,37711864407,
2001,34890772742,
2002,38137545245,
2003,47875838926,
2004,59440108585,
2005,80797945205,
2006,1.01551E+11,
2007,1.14641E+11,
2008,1.47396E+11,
2009,1.059E+11,
2010,1.15419E+11,
2011,1.54028E+11,
2012,1.7407E+11,
2013,1.74161E+11,
2014,1.62632E+11,
2015,1.14567E+11,
2016,1.10876E+11,
1990,2674000000,
1991,2570833333,
1992,2316562500,
1993,2028295455,
1994,1681006993,
1995,1661018519,
1996,1827570586,
1997,1767864036,
1998,1645963750,
1999,1249062025,
2000,1369693171,
2001,1525112242,
2002,1605640633,
2003,1919012781,
2004,2211535312,
2005,2460248026,
2006,2834168889,
2007,3802566171,
2008,5139957785,
2009,4690062255,
2010,4794357795,
2011,6197766119,
2012,6605139933,
2013,7335027592,
2014,7468096567,
2015,6678178340,
2016,6551287938,
1984,1757142806,
1985,2366666616,
1986,1776842041,
1987,1087273104,
1988,598961269.3,
1989,714046821.1,
1990,865559856.2,
1991,1028087972,
1992,1127806945,
1993,1327748655,
1994,1543606345,
1995,1763536305,
1996,1873671550,
1997,1747011857,
1998,1280177839,
1999,1454430642,
2000,1731198022,
2001,1768619058,
2002,1758176653,
2003,2023324407,
2004,2366398120,
2005,2735558726,
2006,3452882514,
2007,4222962988,
2008,5443915121,
2009,5832915387,
2010,7127792630,
2011,8261299200,
2012,10191350120,
2013,11942230508,
2014,13268458232,
2015,14390395150,
2016,15903329473,
1995,5788368511,
1996,5970044666,
1997,6525676264,
1998,7174985107,
1999,7533187605,
2000,7937758980,
2001,8350252966,
2002,9546441564,
2003,11748433157,
2004,14373269156,
2005,16922504045,
2006,21447021570,
2007,30901399261,
2008,35596016664,
2009,26169854045,
2010,23757368290,
2011,28223552825,
2012,28119996053,
2013,30314363219,
2014,31419072948,
2015,27009231911,
2016,27572698482,
1988,3313540068,
1989,2717998688,
1990,2838485354,
1991,4451497288,
1992,5545921947,
1993,7535259851,
1994,9599127050,
1995,11718795528,
1996,13690217333,
1997,15751867489,
1998,17247179006,
1999,17391056369,
2000,17260364842,
2001,17649751244,
2002,19152238806,
2003,20082918740,
2004,20955223881,
2005,21287562189,
2006,21796351575,
2007,24577114428,
2008,29227350570,
2009,35477118070,
2010,38419626628,
2011,40075674163,
2012,43868565282,
2013,46014226808,
2014,47833413749,
2015,49459296463,
2016,49598825982,
1960,34579308.41,
1961,35699286.01,
1962,41859162.82,
1963,47039059.22,
1964,51938961.22,
1965,54878902.42,
1966,56698866.02,
1967,59260814.78,
1968,61444771.1,
1969,65966680.67,
1970,68738625.23,
1971,76482102.91,
1972,80915831.92,
1973,121181556.2,
1974,150846210.4,
1975,149560513.9,
1976,147654093.8,
1977,193307267.7,
1978,266559337.6,
1979,290142517.8,
1980,431561376.5,
1981,434188034.2,
1982,348746822.6,
1983,386699308.9,
1984,333158476.2,
1985,268626912.5,
1986,318862888.4,
1987,402774852.7,
1988,470389179.7,
1989,495404888.1,
1990,596415104.5,
1991,704329192.8,
1992,831033941.1,
1993,835592802.3,
1994,878250450.6,
1995,1001889857,
1996,946123275.9,
1997,997996028.6,
1998,928458206,
1999,912771290.6,
2000,887295267.9,
2001,825706961.2,
2002,775780697.7,
2003,1157832935,
2004,1511236656,
2005,1682350935,
2006,1800105590,
2007,1820811281,
2008,1870722801,
2009,1865963015,
2010,2385950664,
2011,2788022889,
2012,2678494689,
2013,2526009073,
2014,2614566292,
2015,2505886025,
2016,2291321667,
1960,190495600,
1961,183920900,
1962,191861800,
1963,200229600,
1964,218929100,
1965,229260800,
1966,244459500,
1967,261024300,
1968,276820700,
1969,306961800,
1970,323099700,
1971,341543100,
1972,368098000,
1973,386968300,
1974,486955000,
1975,577549300,
1976,596675700,
1977,673010600,
1978,717240400,
1979,814067900,
1980,854711500,
1981,846514500,
1982,863933200,
1983,823374900,
1984,848478300,
1985,851296100,
1986,840964400,
1987,972800000,
1988,1038300000,
1989,786300000,
1990,384400000,
1991,348000000,
1992,223500000,
1993,160400000,
1994,132200000,
1995,134800000,
1996,159400000,
1997,295900000,
1998,359600000,
1999,441800000,
2000,529064600,
2001,521000000,
2002,543000000,
2003,416000000,
2004,474700000,
2005,550000000,
2006,604028900,
2007,739027200,
2008,850040500,
2009,1155147400,
2010,1292697100,
2011,1545400000,
2012,1735500000,
2013,1946500000,
2014,2013000000,
2015,2034000000,
2016,2101000000,
1990,28901836158,
1991,31995012469,
1992,33881392045,
1993,30657030223,
1994,28607921929,
1995,25544128199,
1996,27884615385,
1997,30698633109,
1998,27249786142,
1999,35976714101,
2000,38270206950,
2001,34110064452,
2002,20481889764,
2003,26265625000,
2004,33122307692,
2005,47334148578,
2006,54961936663,
2007,67516236338,
2008,87140405361,
2009,63028320702,
2010,74773444901,
2011,34699395524,
1970,90098330.67,
1971,104888628.2,
1972,124941925,
1973,165930611.7,
1974,193983720.5,
1975,246387479.2,
1976,272493879,
1977,303496276.3,
1978,436918176.7,
1979,503180670,
1980,534701915.6,
1981,511658690.6,
1982,522090331.5,
1983,524034109.9,
1984,502617355.4,
1985,529078995.6,
1986,779365167.6,
1987,1052843348,
1988,1161757671,
1989,1120000917,
1990,1421466240,
1991,1484152022,
1992,1631197909,
1993,1673104494,
1994,1948118228,
1995,2428461395,
1996,2504033252,
1997,2298410391,
1998,2479721341,
1999,2664026095,
2000,2483953103,
2001,2491822707,
2002,2688630823,
2003,3070691320,
2004,3454362686,
2005,3659251526,
2006,4000239273,
2007,4601299567,
2008,5081432924,
2009,4504549214,
2010,5082366478,
2011,5739977477,
2012,5456009385,
2013,6391735894,
2014,6657170923,
2015,6289165410,
1995,7870782261,
1996,8385109020,
1997,10120274493,
1998,11240360898,
1999,10972878636,
2000,11539211480,
2001,12252498921,
2002,14278357284,
2003,18802576988,
2004,22649930576,
2005,26125575942,
2006,30216060233,
2007,39738180077,
2008,47850551149,
2009,37440673478,
2010,37120517694,
2011,43476878139,
2012,42847900766,
2013,46473646002,
2014,48545251796,
2015,41402022148,
2016,42738875963,
1960,703925705.9,
1961,704145671.4,
1962,741509480.8,
1963,791140595.8,
1964,903158753.9,
1965,921600736.3,
1966,968440149.5,
1967,974721762.5,
1968,1066447131,
1969,1234878981,
1970,1509155063,
1971,1572310772,
1972,1968733022,
1973,2701874664,
1974,3295861019,
1975,3233431611,
1976,3544268025,
1977,3922895892,
1978,4884869092,
1979,5711457760,
1980,6232005656,
1981,5231808670,
1982,4764549532,
1983,4683697830,
1984,4594891581,
1985,4738559685,
1986,6921264132,
1987,8614215559,
1988,9750161053,
1989,10391504709,
1990,13229247948,
1991,14321878795,
1992,16065740778,
1993,16486900187,
1994,18325791415,
